Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,1314,41.1,202633616,12683,18918954,78.0,117472301,623131,0,172878,1541896
Passionfruit,More Life,Drake,2017-03-18,1309,41.1,1625307365,288559,72837714,77.0,410329826,2747230,185316,144066647,907498533
Like Crazy,FACE,Jimin,2023-03-24,1308,41.1,1165398518,16425,22818507,84.0,139608215,4239579,20340,5827931,25133495
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,2016-12-09,1312,41.1,1662288901,129306,54219735,75.0,1049659880,9224750,171618,1982231,6028763
What It Is (Solo Version),What It Is (Versions),Doechii,2023-03-17,1311,41.1,308738277,38674,36667220,70.0,77532151,1140208,772763,103987020,1174579945
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,2016-10-28,1307,41.1,936450891,173279,29410941,66.0,59661695,602296,2682279,45438518,288759827
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2017-02-24,1313,41.1,706158416,87667,24084151,65.0,1601099483,7360323,1069767,28595817,233419445
Soak City (Do it),Soak City (Do it),310babii,2023-06-03,1310,41.1,128855739,26723,26216067,65.0,17779741,246939,599910,159054107,1598512701
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,1319,41.0,560691819,166545,26349705,65.0,303897464,2717884,28912,11579283,79349687
"yes, and?","yes, and?",Ariana Grande,2024-01-12,1320,41.0,416813996,2906,4683812,63.50158061116965,0,0,0,0,0
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,2014-05-20,1318,41.0,1663491433,49556,9366950,52.0,1569239627,8709566,21605,7776168,60584088
Woah (feat. D3Mstreet),Woah,KRYPTO9095,2019-03-29,1315,41.0,92985109,21725,3265269,45.0,166739538,2648737,10646410,829818450,9273764020
Take You Dancing,Nu King,Jason Derulo,2024-02-16,1317,41.0,0,0,0,63.50158061116965,0,0,0,0,0
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,2013-01-01,1316,41.0,930004605,113036,73538856,73.0,1694450676,11543620,735137,110364036,1460975398
Stereo Love (TikTok Remix),Stereo Love (TikTok Remix) - Single,DJRemixGod,2024-04-30,1322,40.9,348676476,4,7,63.50158061116965,0,0,0,0,0
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,1321,40.9,1120501187,116269,56772519,73.0,433277837,6197761,273464,84906720,561421880
she's all i wanna be,she's all i wanna be,Tate McRae,2022-02-04,1324,40.8,452628341,58658,18026092,71.0,107628561,1112016,47261,27518167,230696336
Oh My God,30,Adele,2021-11-19,1327,40.8,562200390,66469,27321505,68.0,175552661,2085739,53453,28692207,324045421
Leave Out All The Rest,Papercuts,Linkin Park,2024-04-12,1329,40.8,270590102,4,4,63.50158061116965,0,0,0,0,0
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,1325,40.8,960430911,121478,17895084,64.0,686017624,5762838,3216574,49211923,318342595
I AM,I've IVE,IVE,2023-04-10,1326,40.8,269067890,20356,8290715,71.0,256133933,2369761,103447,53293582,473159481
Midnight Sky,Midnight Sky,Miley Cyrus,2020-08-14,1323,40.8,629372240,86326,19484618,66.0,301362454,2670514,59565,33434126,286126363
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,2024-04-15,1328,40.8,15434400,1054,10955415,63.50158061116965,51593380,370143,0,983067,4691841
Andrea,Un Verano Sin Ti,Bad Bunny,2022-05-06,1335,40.7,432885913,51912,12241438,71.0,321888868,1818193,575000,152132878,1232405599
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,2017-10-30,1338,40.7,1506766477,257640,63705857,80.0,392508024,2837908,29826,16735833,127112835
Dï¿½ï¿½,Dï¿½ï¿½,Teya Dora,2023-03-22,1332,40.7,125289731,25929,2777533,65.0,150869846,2405158,311288,69237529,855679980
Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,1330,40.7,1189579197,190095,47916138,73.0,339988703,2979918,270611,150299860,1545417106
Tenho Que Me Decidir,O Cara Do Momento,MC PH,2023-11-29,1334,40.7,111408880,17345,11402769,63.50158061116965,92538511,602552,0,0,0
Wunder,Wunder,AYLIVA,2024-04-26,1336,40.7,47364546,3863,15268731,77.0,11650472,163940,0,0,0
Safaera,YHLQMDLG,Bad Bunny,2020-02-29,1331,40.7,868744690,116275,31273843,70.0,491413241,3414196,1386728,112367323,989597627
Baby,R&B Collection 2011,Justin Bieber,2010-01-01,1337,40.7,952635214,136655,76732478,76.0,3312260344,26679549,247185,131384412,1174409085
On BS,Her Loss,Drake,2022-11-04,1333,40.7,253540951,82934,17735363,67.0,22665894,368326,144311,72901216,494336128
Marlboro Remix,Marlboro Remix - Single,Unknown,2024-06-07,1343,40.6,0,0,0,63.50158061116965,0,0,0,0,0
Love Again,Love Again,The Kid LAROI,2023-01-27,1342,40.6,215466975,44476,12164093,62.0,28993149,455224,21208,3567265,65897455
LAGUNAS,LAGUNAS,Peso Pluma,2023-06-22,1339,40.6,301396080,23886,6601410,74.0,85636375,455525,133500,29951984,232731548
Narcotics (with Bryant Myers),Narcotics (with Bryant Myers),Dei V,2023-09-14,1344,40.6,154018930,23281,12418680,73.0,107103779,554779,116800,23928767,207698391
Linea del Perreo (feat. Dj Kiire),Linea del Perreo (feat. Dj Kiire) - Single,Uzielito Mix,2023-12-12,1341,40.6,99086405,7282,12667815,63.50158061116965,128889809,1469572,0,533,7595
24K Magic,24K Magic,Bruno Mars,2016-10-07,1340,40.6,1425996809,175419,63087960,77.0,181151693,1671253,3667431,115712320,968641395
The Feels,The Feels,TWICE,2021-10-01,1346,40.5,431638330,43727,10543105,66.0,564641494,7674539,641703,351794036,2323894242
Someone Like You,21' Sampler,Adele,2011-01-18,1345,40.5,1925879064,211527,80288449,75.0,759564393,4034527,102404,46563916,401049702
Oh U Went (feat. Drake),BUSINESS IS BUSINESS,Young Thug,2023-06-23,1347,40.5,112624663,43943,22872664,64.0,23464236,338591,6483,3366841,39562107
Right Now (Feat. Crush),Right Now,Coogie,2023-09-12,1348,40.5,8163960,3228,1162003,63.50158061116965,15456128,110317,1609250,66774561,651176298
Burn,VULTURES 1,Kanye West,2024-02-09,1349,40.4,147150985,20185,6611833,63.50158061116965,3917468,41465,0,0,0
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,1351,40.3,538059363,113736,16354487,65.0,215454028,1626950,2182462,175055656,1413496668
Ronald,Ronald,Falling In Reverse,2024-05-07,1357,40.3,17589316,3463,4194033,72.0,11826358,390500,0,0,0
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-02-28,1353,40.3,417634388,128536,20047619,68.0,507681327,3069325,122679,24869947,174604275
Boss Bitch,Boss Bitch,Doja Cat,2020-01-23,1352,40.3,878349171,126275,47587177,70.0,522643821,6171768,1243962,497520292,3582425112
Ballena,Ballena,Vulgo FK,2023-07-13,1354,40.3,174583156,28303,9617276,66.0,160585664,1054820,40600,14352909,181541988
one of wun,One of Wun,Gunna,2024-05-10,1356,40.3,0,0,0,63.50158061116965,0,0,0,0,0
Locked Away (feat. Adam Levine),Locked Away,R. City,2015-06-29,1355,40.3,990518773,143056,48490958,75.0,1273135552,7854653,222164,48742043,348767238
Tal Vez,Tal Vez,Paulo Londra,2019-04-03,1350,40.3,751585271,75691,21188829,67.0,1245024291,7965155,445243,23744405,173903141
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,1359,40.2,959078765,142939,25725853,69.0,402582220,5401876,1310523,96702547,955370530
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-03,1362,40.2,730200775,93856,28511210,71.0,313682727,2530483,41956,7430636,79067338
Cynical,Cynical,twocolors,2023-06-30,1363,40.2,112737954,20339,47189903,41.0,37013758,255685,1691,12949,119315
These Words,These Words,Badger,2024-04-05,1360,40.2,57562320,9301,84272492,78.0,2769869,33766,0,0,0
Robarte un Beso,Robarte un Beso,Carlos Vives,2017-07-28,1361,40.2,658225560,53101,23936663,72.0,1852547490,5711737,77800,7565426,79388652
Vida Gangster,Vida Gangster,Lauty Gram,2022-12-08,1358,40.2,105604106,20571,4824421,56.0,161745200,938841,1776600,145856351,1721191403
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,2022-07-01,1366,40.1,264048274,62386,29271052,65.0,170657868,1096724,730640,21294580,377028109
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,2023-03-03,1371,40.1,266560481,31680,27441895,81.0,40534712,139755,47800,8320521,103569548
'Til You Can't,'Til You Canï¿½ï¿½ï¿½t / Longer Than S,Cody Johnson,2021-06-11,1364,40.1,258769609,48619,12448112,68.0,145224400,822234,91112,11065564,116117655
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,2014-07-22,1368,40.1,0,42,3735,63.50158061116965,0,0,0,0,0
Dark Horse,The Top Music of the World,Katy Perry,2013-11-27,1369,40.1,0,8,22,63.50158061116965,3738385281,17685730,0,0,0
Hass Hass,Hass Hass - Single,Diljit Dosanjh,2023-10-27,1370,40.1,106514756,10191,8686387,70.0,148785957,1400528,0,982,15940
You Got It,You Got It,Vedo,2020-03-06,1367,40.1,378584974,56415,7671267,64.0,116036942,1608398,6285147,663072442,5568445890
LDR,LDR,Shoti,2022-08-27,1365,40.1,37027643,5646,1050088,57.0,592859063,1724454,74737,5398232,70116244
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,2023-07-06,1373,40.0,94518210,5151,4767067,61.0,280887419,2258912,85339,4825083,100368952
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,2021-11-29,1374,40.0,169074195,77071,7941140,59.0,121560768,904837,79231,28448143,214484764
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,2016-11-18,1372,40.0,551115166,57721,18005001,66.0,1771543816,5769300,111892,49656709,392249223
LA NOCHE DE ANOCHE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,1376,39.9,990189999,120639,37168821,71.0,354318464,2521106,183400,27563213,229672086
Fuk Sumn,VULTURES 1,Kanye West,2024-02-09,1375,39.9,120079689,21002,57426798,63.50158061116965,1915309,53533,0,1300000,7100000
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,2022-08-02,1377,39.9,309329645,30705,7109920,68.0,368079858,1155888,186700,36054151,375768071
Royals,The Love Club EP,Lorde,2012-01-01,1386,39.8,1232502989,163195,59733007,73.0,349747981,2670057,66399,21267910,198680803
Charm,Charm (Sped Up),Rema,2023-04-26,1387,39.8,111124873,35929,7199181,65.0,103077029,789321,266204,24751762,291086000
prove it,prove it,21 Savage,2024-01-10,1388,39.8,88224186,19035,10935183,63.50158061116965,22896192,261389,0,1800000,9100000
Mon Amour - Remix,Mon Amour (Remix),zzoilo,2021-08-18,1381,39.8,689939531,101479,31506074,72.0,83908765,706081,1267200,172282438,1903513450
Adan y Eva,Adan y Eva,Paulo Londra,2018-11-05,1383,39.8,915772593,85897,24226776,70.0,1320370692,7869990,405778,13302015,107834415
No Lie,Dua Lipa (Complete Edition),Sean Paul,2015-01-01,1384,39.8,1162659862,180669,44962652,76.0,1613180283,10775520,1238811,118826179,1580838186
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,2023-05-16,1379,39.8,226109929,11941,13056935,66.0,290394869,2663583,62,997,19132
10 Carros,10 Carros,Chefin,2023-11-23,1380,39.8,92949075,13213,6225367,63.50158061116965,120775698,1007986,0,427521,2569410
The Astronaut,The Astronaut,JIN,2022-10-28,1382,39.8,422186660,12509,19653160,79.0,111977553,5607295,309947,60752690,296725035
Gogo Dance,SABIDURIA,El Alfa,2022-04-07,1385,39.8,122568157,29662,6577251,64.0,208114605,1550438,2465021,817858920,9097455103
Komang,Komang,Raim Laode,2022-08-17,1378,39.8,329763216,16110,3893973,70.0,98333231,661439,2849800,293982530,3870057710
The Spectre,The Spectre,Alan Walker,2017-09-15,1395,39.7,428110164,67602,15209777,67.0,1517036583,14141233,2369610,157496340,1924971468
ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER),ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER) - Single,Juepak,2024-04-06,1393,39.7,4399533,337,177125,63.50158061116965,62161614,526409,0,0,0
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,1396,39.7,224285122,23891,5328396,63.0,171821740,3263544,3250466,181066454,1829158410
Ferxxo 100,Ferxxo 100,Feid,2022-06-03,1392,39.7,444613276,56678,17366565,73.0,328723503,1532631,115997,13349051,179088549
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,2023-12-15,1394,39.7,138904532,20215,29032126,63.50158061116965,39976674,388349,0,11307,90800
More than you know,More than you know,NoSpace,2022-07-25,1397,39.7,2030,5,33,2.0,679269509,4540153,0,0,0
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,2014-01-01,1390,39.7,809840469,110573,53838139,73.0,550108518,5249510,11713354,356438722,2999189391
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,1389,39.7,325902688,119047,39606593,70.0,1958012,26829,72700,15284294,127015419
Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,1391,39.7,24806000,1588,347235,54.0,1101262266,4034311,677800,3453758,95059447
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,2022-05-12,1401,39.6,327011836,76622,17496536,62.0,116596146,1210310,40813,17826536,258017332
FRIENDS,Speak Your Mind,Marshmello,2015-01-01,1399,39.6,1436709386,148480,33658538,70.0,1135381625,14015049,4146562,86991331,930637366
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,1398,39.6,226576178,32219,19829075,78.0,37510571,455214,4562,10845422,92737977
Come back to me,Come back to me,RM,2024-05-10,1400,39.6,44991905,1389,24249059,84.0,14842438,2098992,31300,0,0
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,2024-05-03,1404,39.5,20011325,3854,12725358,63.50158061116965,4032820,99526,0,426700,4100000
3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,1406,39.5,303510160,72865,7583638,72.0,153123397,1415230,2651150,208703319,2457741991
Love Me Again,Layover,V,2023-08-11,1402,39.5,626153696,13455,18636467,82.0,95442324,4491977,213624,54975210,335526234
Down Under (feat. Colin Hay),Down Under,Luude,2021-11-19,1403,39.5,315606874,125064,22299331,60.0,43371856,337831,138126,79193751,952538696
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,2019-11-07,1405,39.5,510302007,74416,19414789,66.0,459871445,4568451,2547877,236793401,1918118365
Control,Control,Zoe Wees,2020-03-13,1407,39.5,457848626,81641,24075887,66.0,246089222,2528574,1084078,222895441,1783816089
Push Up - Original Mix,Push Up - Single,Creeds,2022-12-21,1409,39.4,83801298,78156,5245976,58.0,6012738,158095,28000,10568923,162010933
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,2023-05-19,1408,39.4,258439807,33493,8747668,69.0,175669334,1312815,0,0,0
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,2014-11-07,1411,39.4,856908437,163911,32032973,71.0,937887038,8642499,588686,210711962,2116323580
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,1410,39.4,767502068,142094,65054729,70.0,144061936,1059407,176005,43689472,505442832
Die For You,SMITHEREENS,Joji,2022-11-04,1412,39.4,363300065,74276,30821017,71.0,77291326,1109516,119854,41196230,352701529
SC-9,SC-9,Yahir Saldivar,2024-02-01,1415,39.3,63296147,2994,12621491,64.0,57626164,476570,182100,1797826,19883744
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,2011-09-20,1414,39.3,1143172586,216588,73069486,72.0,213210779,1991783,126524,40627736,302798025
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,1413,39.3,518293446,72376,41025788,69.0,312305062,2892320,64895,9248105,76367154
Accendio,IVE SWITCH,IVE,2024-04-29,1418,39.2,12367963,1027,749609,72.0,33432764,738560,0,0,0
Deep End,Deep End,Fousheï¿,2020-07-31,1417,39.2,277505000,76388,9447547,56.0,126075119,2454637,4256904,332625712,3120170735
Loosing interest,Missing,Kurochuu,2024-06-09,1419,39.2,43492280,2,2190,4.0,0,0,0,0,0
Turbo S,PISTOLER POESI OCH SEX,Yasin,2023-02-28,1416,39.2,2109876,1764,32374,33.0,435442321,3682385,0,89,1239
30 GRADOS RKT,30 GRADOS RKT,RUNE,2024-06-08,1422,39.1,50652672,2,1670163,63.50158061116965,0,0,0,0,0
Mi Bello Angel,Nata Montana,Natanael Cano,2023-06-30,1421,39.1,349522530,23359,14819855,76.0,146063277,734128,8095,9061160,55484022
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,2023-09-15,1420,39.1,79871904,18919,14210017,63.50158061116965,29393085,165299,262,2695609,12375164
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2020-02-29,1423,39.1,817199682,92013,18868123,70.0,741912041,6429361,260300,72202454,555577986
1-800-273-8255,1-800-273-8255,Logic,2017-04-28,1427,39.0,1332154389,155866,27988875,67.0,731296296,9138105,472428,26348380,176473936
After Hours,After Hours,The Weeknd,2020-02-19,1424,39.0,942637026,146801,30163694,75.0,335729967,2785787,93883,65547896,663247978
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,2024-01-12,1426,39.0,78096380,7999,76558923,63.50158061116965,7982763,75106,0,0,0
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,2023-12-08,1425,39.0,114947522,20245,36960349,63.50158061116965,16861339,252500,0,0,0
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,2024-03-27,1428,38.9,78537688,7391,23509446,63.50158061116965,15545498,390430,0,0,0
The Middle,The Middle,Zedd,2018-01-23,1432,38.9,1503269550,135666,65498300,72.0,377475040,3036719,150455,11239779,92310567
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,2024-03-01,1435,38.9,40447209,4358,14370644,63.50158061116965,20161600,421776,0,215200,4614000
Pompeii,Bad Blood (The Extended Cut),Bastille,2013-01-01,1434,38.9,1590278292,259895,65869505,71.0,892426661,6706344,228568,72385788,587669621
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,2015-12-04,1429,38.9,652636187,66904,13714193,62.0,2311416671,17336274,63700,14723222,176024075
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,1431,38.9,820172575,119464,35423440,66.0,236628412,5627099,42444,26272592,261554607
Hold On,Hold On,Justin Bieber,2021-03-05,1433,38.9,749776475,98447,21788917,65.0,255815308,3672693,48025,27478023,250017692
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,1430,38.9,2397109372,287524,83050639,74.0,1554258622,11301317,202552,75080554,715739402
I Like It,Invasion of Privacy,Cardi B,2018-04-06,1439,38.8,1624314065,175421,77421150,72.0,50292845,526148,1382427,103052825,1060409911
8 Parche,8 Parche,Baani Sandhu,2019-09-12,1436,38.8,96829196,9383,1730849,58.0,1058000530,6138968,3510631,56260142,840026921
Modo DND,Modo DND,Xavi,2023-10-28,1437,38.8,186482379,11318,9655843,63.50158061116965,123373203,596064,0,0,0
THANK GOD,UTOPIA,Travis Scott,2023-07-28,1440,38.8,159483318,53828,5159560,68.0,22293256,275511,2957,360654,3252732
Home,Home,Edith Whiskers,2020-10-16,1441,38.8,382143321,98433,18158287,65.0,97046738,1206503,3427248,1773657538,12626614888
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,2019-05-23,1438,38.8,729825680,155380,26351002,62.0,286183927,2353107,33462,5970654,63035109
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,2019-08-16,1444,38.7,497062969,39746,21866121,69.0,1089614100,3109366,666400,63170710,774581354
One Of Your Girls,Something To Give Each Other,Troye Sivan,2023-10-13,1443,38.7,222373201,24491,38080713,63.50158061116965,31161634,637860,58124,63927414,568978171
Tell Em,Tell Em,Cochise,2021-05-28,1442,38.7,499262863,156928,20525072,70.0,131002845,1651190,210388,100113236,685647449
Close Eyes,Close Eyes,DVRST,2021-02-01,1448,38.6,495840131,118862,32562324,70.0,387463291,5208321,449015,241463961,2643309542
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2024-02-23,1446,38.6,19565712,3586,6501678,63.50158061116965,32474495,238892,0,7618281,51520600
LA DURANGO,LA DURANGO,Peso Pluma,2024-05-09,1447,38.6,42032763,2684,48467220,79.0,12120768,209919,0,0,0
Please Me,Please Me,Cardi B,2019-02-15,1449,38.6,551035247,58065,19199798,70.0,709288321,7563367,419566,38208611,244717002
El Hijo Mayor,El Hijo Mayor - Single,Junior H,2022-05-20,1450,38.6,357445095,30881,19190261,71.0,402629804,1360903,237800,53362153,717809876
"Ruqya, Pt. 3",Ruqya (Quran - Coran - Islam),Hani Rifai,2014-06-09,1445,38.6,0,0,0,63.50158061116965,0,0,0,0,0
